City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,cortland,42.6001,-76.083,2.64,70,99,2.57,US,1735330614
274,okhotsk,59.3833,143.3,-24.22,80,23,7.01,RU,1735330668
275,trinidad,-14.8333,-64.9,31.99,51,20,2.06,BO,1735330669
276,dubbo,-32.25,148.6167,16.07,67,58,2.06,AU,1735330670
277,saint-pierre,-21.3393,55.4781,25.82,57,0,2.06,RE,1735330671
278,acarau,-2.8856,-40.12,28.68,71,1,8.28,BR,1735330672
279,ploneour-lanvern,47.9,-4.2833,4.18,93,100,1.03,FR,1735330673
280,maintirano,-18.0667,44.0167,27.9,76,13,2.38,MG,1735330675
281,ust-nera,64.5667,143.2,-36.63,98,96,1.06,RU,1735330676
282,castellamonte,45.382,7.7121,6.24,57,1,3.14,IT,1735330678
283,new norfolk,-42.7826,147.0587,14.4,79,100,2.1,AU,1735330679
284,hadibu,12.65,54.0333,23.23,74,28,8.09,YE,1735330681
285,kodiak,57.79,-152.4072,0.73,86,100,5.14,US,1735330442
286,timmins,48.4669,-81.3331,1.9,93,100,3.6,CA,1735330599
287,dolores,-36.3132,-57.6792,30.2,20,0,7.68,AR,1735330684
288,firuzabad,28.8438,52.5707,10.14,41,82,1.95,IR,1735330685
289,tarakan,3.3,117.6333,25.2,87,100,5.4,ID,1735330686
290,pandan,14.0453,124.1694,25.64,91,83,4.15,PH,1735330688
291,mccook,40.2019,-100.6257,11.03,43,0,4.63,US,1735330689
292,st. john's,47.5649,-52.7093,2.31,97,100,5.81,CA,1735330616
293,nagqu,31.5,92.0,-9.5,26,8,1.23,CN,1735330691
294,al ghayzah,16.2079,52.176,22.86,64,18,4.11,YE,1735330692
295,alaghsas,17.0187,8.0168,19.7,15,100,6.28,NE,1735330693
296,kingston,17.997,-76.7936,31.53,62,20,4.63,JM,1735330509
297,castillos,-34.1667,-53.8333,21.89,66,28,5.75,UY,1735330696
298,waddan,29.1614,16.139,11.42,68,0,2.34,LY,1735330697
299,svetlyy,54.675,20.1347,8.32,97,100,2.96,RU,1735330698
300,nova vicosa,-17.8919,-39.3719,27.08,75,36,6.02,BR,1735330699
301,zhezqazghan,47.7833,67.7667,-10.85,98,61,3.69,KZ,1735330700
302,makarov,48.6333,142.8,-11.35,81,100,5.98,RU,1735330702
303,guercif,34.2257,-3.3536,10.0,57,24,4.22,MA,1735330703
304,gawler,-34.6,138.7333,17.92,73,42,2.44,AU,1735330704
305,anadyr,64.75,177.4833,-31.72,68,0,4.0,RU,1735330705
306,hilo,19.7297,-155.09,26.16,70,0,3.13,US,1735330706
307,george town,5.4112,100.3354,27.96,83,20,1.54,MY,1735330514
308,luganville,-15.5333,167.1667,25.58,77,100,1.87,VU,1735330710
309,san pedro,14.35,121.0167,25.57,94,75,1.54,PH,1735330711
310,las heras,-46.5419,-68.9359,23.81,16,3,6.14,AR,1735330576
311,suluru,13.7,80.0167,23.52,85,7,2.49,IN,1735330713
312,alagapuram,11.8871,78.9176,21.78,92,30,1.97,IN,1735330715
313,boone,39.0334,-92.3335,10.47,97,100,3.49,US,1735330716
314,tolanaro,-25.0319,46.9987,27.04,78,40,7.2,MG,1735330570
315,azusa,34.1336,-117.9076,16.6,74,100,2.06,US,1735330718
316,rio grande,-32.035,-52.0986,23.6,63,68,5.97,BR,1735330554
317,zhalantun,48.0,122.7167,-18.22,86,100,3.38,CN,1735330720
318,bantay,17.5847,120.3892,25.09,85,100,5.32,PH,1735330722
319,huanggang,23.677,116.9996,12.85,62,40,2.41,CN,1735330723
320,la paz,-16.5,-68.15,18.99,25,40,4.12,BO,1735330537
321,coquimbo,-29.9533,-71.3436,20.85,61,20,6.17,CL,1735330725
322,suomussalmi,64.8869,28.9078,0.93,89,100,6.42,FI,1735330726
323,port saint john's,-31.6229,29.5448,24.19,91,100,7.05,ZA,1735330728
324,cambria,35.5641,-121.0808,15.03,95,96,1.79,US,1735330729
325,garoowe,8.4054,48.4845,20.88,58,94,6.64,SO,1735330730
326,kalabo,-14.97,22.6814,21.08,86,100,0.54,ZM,1735330731
327,ugbokpo,7.6565,7.8664,27.25,18,64,1.1,NG,1735330732
328,mount isa,-20.7333,139.5,27.87,30,61,5.14,AU,1735330733
329,sinabang,2.4803,96.3801,25.79,87,82,1.84,ID,1735330735
330,togur,58.3631,82.8265,-9.37,93,100,4.69,RU,1735330736
331,nsukka,6.8561,7.3927,25.31,20,87,2.05,NG,1735330737
332,almyros,39.1822,22.7594,8.7,61,40,4.12,GR,1735330738
333,nikolayevsk-on-amure,53.1406,140.73,-25.99,99,90,2.45,RU,1735330739
334,serhiyivka,46.0272,30.3768,2.43,74,45,6.9,UA,1735330740
335,nahiyat ash shinafiyah,31.5874,44.6602,17.79,47,100,2.55,IQ,1735330742
336,cape town,-33.9258,18.4232,21.16,77,20,6.17,ZA,1735330686
337,wenxing,28.6667,112.8833,4.46,38,0,3.29,CN,1735330744
338,inirida,3.8653,-67.9239,27.22,81,100,0.57,CO,1735330745
339,arkhangel'sk,64.5401,40.5433,0.06,86,75,7.0,RU,1735330746
340,conception bay south,47.4999,-52.9981,2.08,97,100,6.04,CA,1735330748
341,alesund,62.4723,6.1549,5.08,92,75,1.03,NO,1735330749
342,pulandian,39.3953,121.9669,-6.13,49,1,1.6,CN,1735330750
343,petauke,-14.2426,31.3253,23.99,61,62,3.72,ZM,1735330751
344,tumpat,6.1978,102.171,25.99,83,20,2.57,MY,1735330752
345,gazli,40.1333,63.45,2.96,64,10,4.21,UZ,1735330753
346,aykhal,66.0,111.5,-28.83,100,96,1.5,RU,1735330755
347,san luis,-33.295,-66.3356,32.07,20,7,8.29,AR,1735330474
348,yemetsk,63.4721,41.7941,-1.71,87,100,4.45,RU,1735330757
349,shamkhor,40.8297,46.0189,2.2,93,100,2.25,AZ,1735330758
350,okha,53.5739,142.9478,-10.37,91,100,9.38,RU,1735330759
351,aasiaat,68.7098,-52.8699,-26.71,100,95,3.51,GL,1735330760
352,minas de marcona,-15.2119,-75.1103,21.16,57,48,7.79,PE,1735330574
353,vardenis,40.1827,45.7311,-1.27,90,100,6.23,AM,1735330763
354,klyuchi,52.2667,79.1667,-8.98,87,96,6.74,RU,1735330764
355,uruzgan,32.8333,66.0,2.8,29,0,2.71,AF,1735330765
356,ust'-kut,56.7938,105.7672,-10.09,98,100,1.42,RU,1735330766
357,dakhla,23.6848,-15.958,18.01,77,56,6.69,EH,1735330767
358,itaituba,-4.2761,-55.9836,32.09,66,40,1.54,BR,1735330768
359,bridgewater,44.3835,-64.5155,4.26,65,9,3.09,CA,1735330648
360,kodinar,20.7903,70.7031,20.08,58,0,5.34,IN,1735330771
361,brisas de zicatela,15.8369,-97.0419,30.29,66,0,3.09,MX,1735330772
362,leninskoye,41.7589,69.3864,-3.42,78,100,2.08,KZ,1735330773
363,cabo san lucas,22.8909,-109.9124,23.75,62,0,5.66,MX,1735330774
364,tsiombe,-25.3,45.4833,25.02,86,82,2.16,MG,1735330775
365,khandyga,62.6667,135.6,-43.11,100,56,0.55,RU,1735330777
366,belyy yar,53.6039,91.3903,-26.06,91,100,0.0,RU,1735330778
367,colonia,50.9333,6.95,2.2,79,0,2.06,DE,1735330540
368,cristuru secuiesc,46.2833,25.0333,1.45,88,100,0.8,RO,1735330780
369,natal,-5.795,-35.2094,29.36,70,40,8.23,BR,1735330726
370,soio,-6.1349,12.3689,25.41,88,70,2.43,AO,1735330782
371,kapa'a,22.0752,-159.319,26.18,77,0,1.54,US,1735330783
372,antalaha,-14.9003,50.2788,23.35,88,34,2.12,MG,1735330633
373,atafu village,-8.5421,-172.5159,28.46,73,99,5.11,TK,1735330786
374,nha trang,12.25,109.1833,25.0,93,89,2.6,VN,1735330787
375,weno,7.4515,151.8468,28.97,84,100,2.57,FM,1735330788
376,axim,4.8699,-2.2405,27.24,84,3,3.53,GH,1735330789
377,santa cruz del norte,23.1539,-81.9236,25.77,77,97,5.35,CU,1735330791
378,marine corps base hawaii - mcbh,21.4453,-157.7513,27.81,65,40,2.06,US,1735330792
379,oberviechtach,49.4667,12.4167,-1.37,96,99,1.11,DE,1735330793
380,alice springs,-23.7,133.8833,18.75,63,0,1.03,AU,1735330794
381,murzuq,25.9155,13.9184,9.16,45,99,2.27,LY,1735330795
382,springbok,-29.6643,17.8865,16.15,76,0,2.08,ZA,1735330796
383,fort st. john,56.2499,-120.8529,-1.06,80,75,5.14,CA,1735330731
384,dzilam gonzalez,21.2833,-88.9333,27.85,71,73,2.51,MX,1735330799
385,isiro,2.7739,27.616,24.0,47,72,1.25,CD,1735330800
386,lajere,11.9797,11.4443,19.53,22,27,4.44,NG,1735330801
387,morehead city,34.7229,-76.726,15.03,79,93,2.68,US,1735330788
388,zeya,53.75,127.2667,-20.67,97,100,0.57,RU,1735330803
389,katabu,-4.9333,122.5167,24.39,94,99,0.93,ID,1735330805
390,bratsk,56.1325,101.6142,-10.73,91,100,2.09,RU,1735330806
391,bonthe,7.5264,-12.505,26.37,74,50,3.75,SL,1735330807
392,pundong,-7.9522,110.3486,25.09,90,100,2.48,ID,1735330808
393,nuuk,64.1835,-51.7216,-12.66,78,75,1.54,GL,1735330809
394,jatoba,-9.1831,-38.2689,35.48,18,0,5.14,BR,1735330811
395,tabuk,17.4189,121.4443,21.82,96,100,1.12,PH,1735330812
396,molde,62.7375,7.1591,1.91,100,75,2.57,NO,1735330813
397,kragero,58.8693,9.4149,5.35,95,15,3.75,NO,1735330814
398,holyhead,53.3062,-4.6321,8.0,100,100,6.17,GB,1735330815
399,sittwe,20.15,92.9,21.45,53,0,3.78,MM,1735330817
400,kangding,30.0513,101.9603,3.8,34,0,2.61,CN,1735330818
401,gombi,10.1614,12.7399,21.47,23,36,2.78,NG,1735330819
402,kargil,34.5667,76.1,-11.35,87,100,1.12,IN,1735330820
403,yaren,-0.5472,166.916,27.89,71,35,7.8,NR,1735330821
404,mbanza kongo,-6.267,14.2401,21.31,96,100,0.55,AO,1735330822
405,fernie,49.5,-115.0687,-0.11,90,99,1.54,CA,1735330824
406,luderitz,-26.6481,15.1594,16.85,87,0,4.19,NA,1735330825
407,gadzhiyevo,69.2551,33.3362,-2.55,77,6,14.53,RU,1735330826
408,ta`u,-14.2336,-169.5144,27.36,78,100,3.98,AS,1735330827
409,cajaruro,-5.7364,-78.4256,26.9,74,100,1.8,PE,1735330828
410,baiyin,36.5583,104.2081,-11.22,77,1,1.4,CN,1735330829
411,miles city,46.4083,-105.8406,8.54,42,0,4.63,US,1735330831
412,springs,-26.25,28.4,20.37,90,100,0.85,ZA,1735330832
413,tyul'gan,52.3405,56.166,-6.58,96,100,2.79,RU,1735330754
414,show low,34.2542,-110.0298,9.16,36,0,9.77,US,1735330834
415,podgorenskiy,50.405,39.6429,-1.16,92,100,2.1,RU,1735330835
416,boyolangu,-8.1181,111.8935,24.57,90,98,0.33,ID,1735330836
417,alakurtti,66.9672,30.3491,1.45,88,99,6.53,RU,1735330838
418,nuku'alofa,-21.1333,-175.2,27.19,74,40,4.12,TO,1735330839
419,port blair,11.6667,92.75,27.21,76,74,3.44,IN,1735330840
420,cognac,45.5,-0.25,5.78,93,100,2.57,FR,1735330841
421,kristiansund,63.1115,7.732,5.63,87,75,1.54,NO,1735330842
422,luwuk,-0.9516,122.7875,23.49,82,100,1.85,ID,1735330843
423,crane,31.3974,-102.3501,20.2,19,63,4.04,US,1735330797
424,sol'-iletsk,51.1631,54.9918,-4.33,99,100,4.68,RU,1735330846
425,ca mau,9.1769,105.15,23.33,96,100,1.72,VN,1735330847
426,isla vista,34.4133,-119.861,23.21,64,40,3.6,US,1735330848
427,palangkaraya,-2.2,113.8333,24.67,90,100,0.85,ID,1735330849
428,fauske,67.2588,15.3918,4.97,97,100,6.37,NO,1735330850
429,aoulef,26.9667,1.0833,13.28,25,14,5.15,DZ,1735330851
430,bodaybo,57.8506,114.1933,-12.98,97,100,0.99,RU,1735330717
431,ambovombe,-25.1667,46.0833,26.01,73,41,3.06,MG,1735330854
432,nadi,-17.8,177.4167,26.0,78,20,2.06,FJ,1735330855
433,novoishimskiy,53.1981,66.7694,-4.83,92,99,6.51,KZ,1735330856
434,port hueneme,34.1478,-119.1951,18.08,85,100,2.06,US,1735330857
435,hobyo,5.3505,48.5268,24.55,77,41,9.37,SO,1735330858
436,hammerfest,70.6634,23.6821,1.25,69,40,9.26,NO,1735330860
437,muisne,0.6,-80.0333,26.47,76,17,5.47,EC,1735330861
438,volda,62.1476,6.0741,6.71,81,75,0.0,NO,1735330862
439,port lincoln,-34.7333,135.8667,16.65,79,25,6.7,AU,1735330863
440,lazaro cardenas,17.9583,-102.2,27.58,41,0,4.37,MX,1735330864
441,onega,63.9061,38.1404,-1.27,89,76,6.12,RU,1735330865
442,wongsorejo,-7.9908,114.4009,25.57,84,100,2.01,ID,1735330867
443,la sarre,48.8002,-79.1996,0.92,100,100,3.56,CA,1735330869
444,woolgoolga,-30.1106,153.2007,25.93,72,100,1.66,AU,1735330870
445,kingscliff,-28.2667,153.5667,23.89,88,100,2.57,AU,1735330871
446,amuntai,-2.4177,115.2494,23.6,98,100,0.66,ID,1735330873
447,remire-montjoly,4.9167,-52.2667,29.02,74,20,6.69,GF,1735330874
448,olyokminsk,60.3736,120.4264,-22.77,100,96,1.15,RU,1735330876
449,extrema,-22.8547,-46.3183,21.81,91,99,1.71,BR,1735330877
450,inhambane,-23.865,35.3833,25.05,72,7,3.64,MZ,1735330878
451,rouyn-noranda,48.2398,-79.0288,0.05,100,100,3.6,CA,1735330661
452,queenstown,-31.8976,26.8753,18.66,90,100,1.45,ZA,1735330881
453,martinsville,36.6915,-79.8725,3.9,87,100,1.54,US,1735330665
454,galle,6.0367,80.217,25.55,82,77,0.42,LK,1735330883
455,hirosaki,40.5931,140.4725,-2.38,88,100,4.21,JP,1735330884
456,archangelos,36.2149,28.1149,12.95,80,60,2.37,GR,1735330885
457,salalah,17.0151,54.0924,22.05,68,0,2.57,OM,1735330887
458,darnah,32.767,22.6367,15.22,70,100,7.47,LY,1735330888
459,sabha,27.0377,14.4283,9.17,48,6,0.82,LY,1735330889
460,umarkhed,19.6,77.7,20.44,85,0,3.05,IN,1735330890
461,san luis de la loma,17.2706,-100.8939,28.97,42,1,4.53,MX,1735330891
462,kavieng,-2.5744,150.7967,27.38,82,100,2.8,PG,1735330893
463,alotau,-10.3069,150.4462,24.14,94,82,0.98,PG,1735330895
464,mezhdurechensk,53.6942,88.0603,-6.65,93,100,3.08,RU,1735330896
465,quellon,-43.1167,-73.6167,16.79,52,100,5.4,CL,1735330610
466,margate,51.3813,1.3862,4.83,93,56,1.41,GB,1735330761
467,usogorsk,63.4106,48.6872,-1.7,88,99,5.87,RU,1735330899
468,goldsboro,35.3849,-77.9928,11.06,75,100,2.06,US,1735330863
469,xai-xai,-25.0519,33.6442,24.5,71,6,4.86,MZ,1735330902
470,och'amch'ire,42.7123,41.4686,9.61,75,100,2.48,GE,1735330903
471,kosigi,15.85,77.2667,20.85,85,0,3.4,IN,1735330904
472,moires,35.0532,24.8744,10.62,75,100,2.68,GR,1735330905
473,anna regina,7.2644,-58.5077,27.45,66,83,3.76,GY,1735330907
474,popondetta,-8.7537,148.2534,23.97,98,100,0.6,PG,1735330908
475,westport,41.1415,-73.3579,5.15,63,0,2.06,US,1735330909
476,waliso,8.5333,37.9833,14.8,47,8,5.72,ET,1735330910
477,pitimbu,-7.4706,-34.8086,26.99,77,24,6.38,BR,1735330911
478,mount pearl,47.5166,-52.7813,1.75,97,100,5.66,CA,1735330912
479,stroitel',50.7854,36.4831,-3.1,100,100,1.0,RU,1735330754
480,horta,38.5333,-28.6333,17.8,92,40,6.17,PT,1735330915
481,jolo,6.05,121.0167,24.7,92,95,1.65,PH,1735330917
482,taulaga,-11.0553,-171.0883,28.29,69,99,3.82,AS,1735330918
483,wagoner,35.9595,-95.3694,14.34,95,69,3.78,US,1735330921
484,saint-philippe,-21.3585,55.7679,25.29,84,79,6.11,RE,1735330922
485,mareeba,-17.0,145.4333,23.21,95,99,1.04,AU,1735330923
486,mamfe,5.754,9.3123,27.24,37,23,0.66,CM,1735330924
487,palu,-0.8917,119.8707,24.61,95,100,0.98,ID,1735330925
488,choibalsan,48.0667,114.5,-12.33,78,17,3.56,MN,1735330927
489,gereida,11.2811,25.1414,22.5,14,7,4.78,SD,1735330928
490,ebon,4.582,168.6964,28.03,77,100,9.58,MH,1735330929
491,homer,59.6425,-151.5483,1.13,90,40,3.58,US,1735330787
492,manaure,11.7751,-72.4445,30.66,57,99,5.75,CO,1735330854
493,gosaba,22.165,88.7998,17.69,43,0,2.97,IN,1735330934
494,haiku-pauwela,20.9219,-156.3051,27.01,64,20,2.57,US,1735330935
495,machico,32.7,-16.7667,19.28,78,20,3.6,PT,1735330936
496,shixing,24.9482,114.0657,6.75,67,4,1.27,CN,1735330937
497,high river,50.5834,-113.8687,0.06,69,9,3.02,CA,1735330939
498,marquelia,16.5833,-98.8167,27.84,57,4,3.8,MX,1735330940
499,oppdal,62.5943,9.6912,-5.16,78,96,4.54,NO,1735330941
500,poshekhon'ye,58.4993,39.1353,-2.54,95,21,3.25,RU,1735330816
501,kati,12.7441,-8.0726,25.67,11,39,1.88,ML,1735330944
502,smolensk,55.0,33.0,0.47,99,100,0.54,RU,1735330945
503,kristinestad,62.2743,21.376,1.64,89,10,4.05,FI,1735330946
504,castelo,-20.6036,-41.1847,28.68,79,79,0.88,BR,1735330947
505,choyr,46.3611,108.3611,-18.94,80,0,1.53,MN,1735330948
506,brookings,44.3114,-96.7984,6.14,94,40,3.6,US,1735330818
507,meadow lakes,61.6247,-149.6011,-1.93,89,100,0.0,US,1735330951
508,waingapu,-9.6567,120.2641,26.01,84,99,3.0,ID,1735330952
509,tondano,1.3038,124.9112,19.05,99,100,1.2,ID,1735330854
510,novodvinsk,64.4165,40.8122,-0.14,90,100,5.22,RU,1735330955
511,tangalle,6.024,80.7911,23.79,92,99,2.13,LK,1735330957
512,tra mhor,52.1624,-7.1524,9.49,99,75,0.89,IE,1735330958
513,belozersk,60.0326,37.7957,-1.32,86,8,5.15,RU,1735330959
514,beyneu,45.3167,55.2,-0.19,87,13,5.87,KZ,1735330960
515,lieksa,63.3167,30.0167,-2.36,92,24,5.11,FI,1735330961
516,nadym,65.5333,72.5167,-13.47,93,53,4.23,RU,1735330962
517,mil'kovo,55.6078,37.7956,1.08,100,100,1.64,RU,1735330964
518,sakakah,29.9697,40.2064,9.76,39,0,2.99,SA,1735330965
519,alappuzha,9.49,76.3264,26.49,80,94,2.33,IN,1735330966
520,malango,-2.9627,119.9001,20.04,96,100,0.79,ID,1735330967
521,pankovka,58.5,31.1999,0.57,97,90,1.74,RU,1735330968
522,bryne,58.7354,5.6477,7.75,68,100,3.6,NO,1735330970
523,sultanah,24.4926,39.5857,22.25,53,20,5.66,SA,1735330971
524,zyryanskoye,56.8306,86.6258,-8.32,89,100,6.34,RU,1735330972
525,tobelo,1.7284,128.0095,26.21,84,100,1.97,ID,1735330828
526,zvishavane,-20.3267,30.0665,22.7,74,86,1.91,ZW,1735330974
527,ponta delgada,37.7333,-25.6667,18.44,88,20,4.63,PT,1735330797
528,changji,44.0167,87.3167,-17.56,85,100,1.0,CN,1735330977
529,vanimo,-2.6741,141.3028,25.94,90,100,2.4,PG,1735330978
530,miandoab,36.9694,46.1027,6.6,84,95,7.22,IR,1735330979
531,ola,59.5833,151.2833,-24.35,87,41,5.85,RU,1735330981
532,isla mujeres,21.2311,-86.731,27.03,84,100,2.78,MX,1735330982
533,wuchuan,21.4571,110.7659,15.66,59,99,5.82,CN,1735330984
534,lorengau,-2.0226,147.2712,26.77,84,100,1.25,PG,1735330987
535,vernal,40.4555,-109.5287,-0.16,86,100,0.89,US,1735330812
536,nema,57.5067,50.5011,-7.0,96,15,2.78,RU,1735330989
537,tayaman,13.2295,120.5726,25.32,72,100,4.05,PH,1735330990
538,luanda,-8.8368,13.2343,26.0,94,75,2.57,AO,1735330855
539,porto velho,-8.7619,-63.9039,28.03,74,40,2.57,BR,1735330530
540,gebeit,21.0667,36.3167,16.59,63,26,2.47,SD,1735330994
541,moranbah,-22.0016,148.0466,26.01,66,64,1.14,AU,1735330995
542,caraballeda,10.6112,-66.8522,29.04,61,45,5.66,VE,1735330996
543,dongning,44.0622,131.1207,-12.28,62,54,3.54,CN,1735330998
544,cockburn town,21.4612,-71.1419,24.98,88,75,6.69,TC,1735330999
545,lamu,-2.2717,40.902,25.91,77,73,5.78,KE,1735330981
546,ambalangoda,6.2355,80.0538,25.67,82,100,0.54,LK,1735331002
547,tabou,4.423,-7.3528,27.11,82,12,3.6,CI,1735331003
548,cochin,9.9399,76.2602,24.99,82,97,1.58,IN,1735331004
549,road town,18.4167,-64.6167,27.02,74,40,2.57,VG,1735330762
550,yichang,30.7144,111.2847,4.25,35,7,1.25,CN,1735331006
